,value,BIRTHDATE,HEIGHT,WEIGHT,PTS,AST,REB,PIE,heightWOShoesInches,weightLBS,wingspanInches,reachStandingInches,verticalLeapStandingInches,verticalLeapMaxInches,timeLaneAgility,timeThreeQuarterCourtSprint,repsBenchPress135,pctBodyFat,heightWShoesInches,lengthHandInches,widthHandInches,timeModifiedLaneAgility
201,2957520.0,1999-07-20,83.0,250.0,3.8,0.3,2.2,0.071,,,,,,,,,,,,,,
202,1620564.0,1993-03-20,79.0,214.0,2.6,0.1,1.9,0.088,,,,,,,,,,,,,,
203,1517981.0,2000-06-13,76.0,185.0,1.3,0.5,1.3,0.12,74.5,185.2,80.5,98.5,35.0,43.0,11.09,3.29,1.0,4.0,76.25,8.75,8.5,3.3
204,10500000.0,1992-05-30,77.0,180.0,11.1,1.6,3.6,0.104,76.0,179.2,83.0,102.0,31.5,38.0,10.98,3.25,5.0,4.5,77.25,8.75,9.25,
205,5720400.0,1989-04-05,78.0,180.0,11.6,1.7,3.9,0.072,,,,,,,,,,,,,,
206,1445697.0,1995-08-03,77.0,230.0,1.3,0.1,0.9,0.066,,,,,,,,,,,,,,
207,20700000.0,1992-12-11,77.0,229.0,21.6,6.1,4.7,0.125,75.75,223.0,82.5,98.0,30.5,35.5,10.77,3.31,,5.4,77.5,9.0,10.25,2.64
208,2245400.0,1985-10-26,75.0,185.0,17.8,4.6,3.5,,74.25,176.6,74.75,98.0,26.5,31.5,12.13,3.31,0.0,,75.25,,,
209,18000000.0,1996-03-24,83.0,250.0,13.2,1.0,6.5,0.094,81.75,238.6,88.0,112.0,,,,,,9.3,83.5,9.25,9.25,
210,99020.0,1998-06-20,79.0,210.0,1.9,0.4,1.4,,,,,,,,,,,,,,,
211,3500000.0,,,,,,,,72.5,187.8,74.0,96.5,26.0,31.5,10.95,3.3,7.0,7.3,74.0,7.5,7.0,3.09
212,12000000.0,,,,,,,,,,,,,,,,,,,,,
213,898310.0,,,,,,,,,,,,,,,,,,,,,
214,110998.0,1990-08-13,82.0,270.0,9.6,2.4,7.6,0.127,81.5,291.8,89.75,113.0,23.5,27.5,11.4,3.55,,16.4,82.75,9.25,10.0,
215,7000000.0,1997-03-18,84.0,240.0,8.5,1.1,7.0,0.126,,,,,,,,,,,,,,
216,34379100.0,1991-06-29,79.0,225.0,25.9,4.9,6.3,0.169,78.0,227.4,87.0,106.0,25.5,32.0,11.45,3.15,3.0,5.4,79.0,9.75,11.25,
217,5273826.0,1996-06-24,77.0,206.0,8.0,1.8,2.7,0.087,76.5,196.2,77.25,98.5,,,,,,6.6,77.5,8.0,8.75,
218,14883721.0,,,,,,,,79.0,229.6,82.0,105.5,29.0,33.0,,3.15,11.0,8.0,80.75,8.25,8.5,
219,1620564.0,1988-12-14,80.0,230.0,8.6,2.3,4.7,0.086,,,,,,,,,,,,,,
220,13333333.0,1988-07-12,73.0,180.0,8.3,2.1,3.7,0.072,,,,,,,,,,,,,,
221,3077704.0,1989-03-14,80.0,235.0,4.7,0.5,2.0,0.06,80.0,239.6,85.25,107.0,28.5,33.5,11.14,3.25,17.0,5.3,81.25,9.25,10.25,
222,35450412.0,1990-05-02,80.0,220.0,22.5,5.5,6.0,0.144,79.75,214.4,83.25,107.0,,,,,4.0,5.0,80.75,8.5,9.0,
223,8250000.0,1986-02-22,73.0,180.0,3.9,3.5,2.0,0.095,,,,,,,,,,,,,,
224,1620564.0,1990-04-16,74.0,208.0,8.7,2.8,2.6,0.082,,,,,,,,,,,,,,
225,9258000.0,1989-09-18,82.0,235.0,10.9,1.7,6.7,0.112,,,,,,,,,,,,,,
226,1517981.0,1996-10-18,77.0,215.0,5.3,1.2,3.4,0.08,76.75,204.6,79.75,101.0,32.5,38.5,11.51,3.3,6.0,4.0,78.5,9.5,9.25,3.14
227,2750000.0,1994-02-28,76.0,186.0,5.8,2.4,2.9,0.08,,,,,,,,,,,,,,
228,1762796.0,1992-09-17,79.0,215.0,2.5,0.1,1.1,0.103,,,,,,,,,,,,,,
229,554988.0,1993-08-10,82.0,279.0,17.5,2.6,13.5,0.153,81.75,278.6,90.25,109.5,31.5,33.5,10.83,3.39,10.0,7.5,83.75,9.5,9.5,
230,32742000.0,1993-03-11,82.0,253.0,22.5,3.0,8.4,0.163,81.25,221.8,89.5,108.0,,,,,,7.9,82.5,9.0,8.5,
231,455090.0,1993-02-11,75.0,195.0,6.6,0.9,2.2,0.05,75.5,189.2,79.75,100.5,32.5,42.0,11.87,3.27,6.0,5.0,76.75,8.75,9.5,3.11
232,110998.0,1995-06-30,83.0,245.0,3.0,0.2,2.0,0.062,82.25,243.6,87.75,107.0,36.0,37.0,11.35,3.2,,6.55,83.5,8.75,10.5,3.12
233,110998.0,,,,,,,,,,,,,,,,,,,,,
234,16000000.0,1993-09-15,75.0,172.0,15.0,4.7,3.5,0.086,73.0,164.8,79.75,98.0,30.0,34.0,11.09,3.21,1.0,4.1,74.0,8.75,10.5,2.86
235,1620564.0,1985-07-10,78.0,237.0,0.5,0.5,1.7,0.057,77.0,219.0,79.0,102.0,28.0,32.0,11.32,3.45,14.0,7.1,79.25,,,
236,580062.0,1995-01-07,80.0,216.0,3.3,1.7,5.3,0.074,79.0,223.6,83.75,104.5,31.5,38.0,10.63,3.21,16.0,5.4,80.5,9.25,9.5,2.83
237,12073020.0,,,,,,,,,,,,,,,,,,,,,
238,3562178.0,1995-07-24,82.0,221.0,12.1,1.5,6.7,0.1,80.0,222.6,84.25,107.5,27.0,34.0,10.72,3.25,12.0,9.4,81.5,8.5,9.5,2.98
239,39219566.0,1984-12-30,81.0,250.0,25.4,7.9,7.9,0.194,79.25,245.0,84.25,106.25,,,,,,6.7,,,,
240,5000000.0,1985-04-16,81.0,237.0,14.8,2.3,6.1,,79.0,220.0,84.5,108.5,27.5,31.5,11.46,3.34,5.0,6.7,80.0,,,
241,2564753.0,1985-01-29,83.0,255.0,4.8,2.0,4.1,0.071,,,,,,,,,,,,,,
242,1620564.0,1989-09-02,81.0,245.0,6.1,1.1,4.2,0.078,79.75,240.8,82.75,106.5,27.0,31.5,,3.4,11.0,10.2,81.25,8.5,8.25,
243,9258000.0,1994-01-26,79.0,240.0,14.8,1.1,6.6,0.153,79.0,253.4,88.25,109.0,,,,,,11.9,79.5,9.0,9.75,
244,1000000.0,1993-03-23,73.0,180.0,2.9,0.7,0.7,0.095,72.25,179.0,76.0,96.5,24.5,31.0,11.44,3.38,14.0,6.7,74.0,7.5,8.75,3.41
245,797183.0,,,,,,,,,,,,,,,,,,,,,
246,1517981.0,,,,,,,,,,,,,,,,,,,,,
247,3623000.0,1986-10-14,76.0,220.0,4.5,1.0,1.4,0.035,,,,,,,,,,,,,,
248,2602920.0,1996-09-19,80.0,215.0,11.8,1.5,5.5,0.11,79.25,207.2,80.25,102.0,34.0,40.5,10.61,3.15,10.0,4.9,80.25,8.25,9.5,3.05
249,459414.0,1995-09-22,84.0,255.0,1.8,0.3,1.1,,83.0,264.6,86.0,112.0,22.5,25.0,11.76,3.62,4.0,14.9,83.75,9.25,10.5,2.94
250,9571712.0,1998-05-28,74.0,200.0,9.6,2.9,3.4,0.115,,,,,,,,,,,,,,
251,1936440.0,,,,,,,,,,,,,,,,,,,,,
252,11400000.0,1996-01-22,79.0,225.0,15.8,2.6,3.0,0.058,77.0,220.2,78.0,100.5,31.0,37.5,11.14,3.21,16.0,7.5,78.0,8.25,9.25,3.24
253,12650000.0,1991-12-10,75.0,210.0,13.1,2.8,2.6,,74.5,221.0,79.25,98.0,,,,,,8.5,76.0,8.5,9.5,
254,16587688.0,1990-01-18,82.0,252.0,7.9,1.3,4.5,0.124,81.75,229.6,87.5,111.5,,,,,,5.35,82.75,9.0,10.0,
255,2545320.0,1995-10-08,76.0,198.0,9.5,2.1,3.1,0.085,75.0,198.0,79.25,97.0,32.5,40.5,10.31,3.15,,5.55,76.5,8.25,10.0,3.04
256,9166800.0,1999-08-10,75.0,174.0,19.3,7.5,3.3,0.114,,,,,,,,,,,,,,
257,7257360.0,,,,,,,,,,,,,,,,,,,,,
258,2100000.0,1996-03-22,77.0,210.0,4.0,1.1,3.3,0.082,,,,,,,,,,,,,,
259,15000000.0,1992-05-06,83.0,265.0,15.9,1.8,12.3,0.152,,,,,,,,,,,,,,
260,1900000.0,,,,,,,,82.0,236.0,84.25,109.0,25.5,31.0,11.9,3.4,9.0,13.85,83.5,8.75,9.5,3.07
261,1900000.0,,,,,,,,81.75,210.4,84.0,109.5,,,,,,8.5,83.0,8.75,9.5,
262,13000000.0,1996-03-26,78.0,222.0,7.8,1.8,4.9,0.053,76.5,221.8,82.25,104.5,,,,,,5.3,78.5,8.5,9.25,
263,9505100.0,1993-09-20,81.0,230.0,12.8,3.4,5.8,0.124,79.5,230.1,86.75,107.5,,,,,,13.35,80.5,8.25,8.75,
264,1977011.0,1995-02-25,80.0,220.0,6.9,1.3,3.1,,,,,,,,,,,,,,,
265,2750000.0,1995-03-08,78.0,201.0,3.9,1.0,1.7,,,,,,,,,,,,,,,
266,110998.0,1990-11-01,72.0,170.0,1.3,2.3,1.3,0.031,,,,,,,,,,,,,,
267,8817143.0,1996-05-10,72.0,196.0,7.5,4.3,2.2,0.114,72.5,184.6,77.0,97.0,26.5,32.5,11.84,3.32,2.0,6.5,74.0,8.25,8.75,2.95
268,1300000.0,,,,,,,,,,,,,,,,,,,,,
269,350087.0,1992-08-27,84.0,260.0,2.2,0.2,1.6,,,,,,,,,,,,,,,
270,15000000.0,1984-01-28,78.0,215.0,4.7,2.1,3.6,0.081,77.75,217.0,83.0,105.5,30.5,34.5,11.17,3.18,4.0,6.7,78.75,,,
271,5115492.0,1997-07-18,81.0,255.0,19.2,5.4,9.5,0.167,,,,,,,,,,,,,,
272,1663861.0,1994-04-22,79.0,215.0,12.5,1.7,3.8,0.07,,,,,,,,,,,,,,
273,18000000.0,1986-05-06,75.0,190.0,13.9,4.9,3.3,0.102,,,,,,,,,,,,,,
274,34379100.0,1989-09-14,79.0,230.0,21.3,7.3,7.9,0.19,78.0,222.2,79.5,101.5,32.0,39.0,11.12,3.15,14.0,5.4,79.75,9.0,9.0,
275,1663861.0,1995-08-03,74.0,190.0,13.3,2.6,3.2,0.09,,,,,,,,,,,,,,
276,1517981.0,1999-04-28,80.0,215.0,2.7,0.4,2.0,0.025,79.25,209.6,85.75,106.5,30.5,37.0,10.88,3.38,9.0,4.6,81.5,9.25,9.25,3.13
277,7150000.0,1988-05-09,82.0,234.0,7.2,1.9,3.8,0.089,,,,,,,,,,,,,,
278,2582160.0,,,,,,,,79.5,234.0,84.75,108.5,,,,,,6.7,80.7,9.0,10.0,
279,5214583.0,1988-05-06,81.0,240.0,12.3,0.9,5.3,,,,,,,,,,,,,,,
280,12800000.0,1985-06-30,80.0,215.0,4.0,1.0,3.3,0.056,79.0,201.0,86.0,107.5,29.5,32.0,11.63,3.29,8.0,8.0,80.25,,,
281,3822240.0,2000-01-20,77.0,195.0,15.1,3.4,5.4,0.099,76.5,192.4,75.25,100.5,,,,,,7.1,78.0,8.0,8.75,
282,1620564.0,1980-06-09,80.0,235.0,3.0,0.3,4.0,0.105,79.75,250.0,83.0,107.0,28.5,33.5,11.8,3.31,22.0,,,,,
283,21000000.0,1992-05-04,76.0,213.0,20.8,4.7,5.0,0.116,75.25,213.2,81.25,100.5,33.0,42.0,10.69,3.25,15.0,6.55,76.25,8.75,9.25,3.14
284,3623000.0,1995-02-10,82.0,250.0,10.8,1.1,6.9,0.127,81.5,246.2,86.0,108.5,25.0,31.5,11.78,3.56,5.0,8.9,82.5,9.5,9.25,3.28
285,12697675.0,1988-04-01,84.0,282.0,11.4,0.7,5.0,0.078,83.25,258.0,89.5,113.0,27.5,30.5,12.77,3.57,7.0,6.3,84.5,,,
286,2337145.0,1993-07-23,74.0,205.0,9.5,0.6,1.2,0.068,,,,,,,,,,,,,,
287,3044160.0,,,,,,,,,,,,,,,,,,,,,
288,27528088.0,1994-12-06,83.0,242.0,29.0,6.4,11.7,0.196,,,,,,,,,,,,,,
289,510589.0,1988-06-10,75.0,195.0,6.6,2.2,1.6,0.068,72.25,175.2,79.5,98.5,30.5,36.5,11.05,3.18,13.0,4.5,73.5,,,
290,3169348.0,1989-05-14,82.0,228.0,6.4,0.8,3.8,,82.0,223.2,84.0,105.5,29.5,36.5,10.82,3.36,14.0,5.4,83.5,8.75,9.75,
291,898310.0,,,,,,,,77.75,220.0,82.5,103.0,,,,,,7.8,79.5,8.5,9.25,
292,898310.0,,,,,,,,77.75,223.0,82.25,104.0,29.0,35.0,11.29,3.43,,11.68,79.0,8.5,9.25,2.66
293,25876111.0,1990-06-12,75.0,205.0,15.9,5.2,4.6,0.118,75.25,199.0,79.0,100.5,28.5,34.0,10.64,3.21,6.0,6.3,76.25,,,
294,33051724.0,1991-08-12,79.0,222.0,20.4,5.5,6.0,0.127,78.75,216.2,82.75,103.0,28.0,31.0,11.45,3.47,4.0,7.8,80.25,9.0,9.0,
295,1865546.0,1988-11-21,83.0,230.0,6.4,0.7,5.7,,81.25,222.4,89.75,112.0,25.5,28.0,12.49,3.27,7.0,4.6,82.5,9.75,11.0,
296,4938273.0,1993-01-06,77.0,209.0,6.9,1.3,4.5,0.082,76.0,215.0,80.0,96.0,37.5,44.0,10.58,3.2,13.0,10.2,77.25,8.5,9.25,3.08
297,7969537.0,,,,,,,,,,,,,,,,,,,,,
298,1780152.0,1998-02-05,81.0,228.0,1.0,0.4,0.9,0.021,,,,,,,,,,,,,,
299,898310.0,,,,,,,,,,,,,,,,,,,,,
300,1701593.0,1992-07-18,78.0,219.0,2.2,0.7,2.0,0.057,77.25,205.2,84.0,104.5,31.5,39.5,11.39,3.18,,6.05,78.25,9.0,9.75,3.05
301,9757440.0,,,,,,,,,,,,,,,,,,,,,
302,685340.0,1988-10-31,83.0,253.0,3.1,0.5,3.3,,81.0,236.0,88.75,111.5,23.0,28.0,11.48,3.35,10.0,8.5,83.25,9.0,9.25,
303,28649250.0,1996-02-23,76.0,193.0,19.3,5.1,2.6,0.104,,,,,,,,,,,,,,
304,5005350.0,1989-06-05,81.0,218.0,2.3,1.0,5.1,0.073,81.0,226.6,84.0,108.0,31.0,36.0,11.7,3.21,,10.0,81.75,9.25,10.0,
305,1964760.0,,,,,,,,,,,,,,,,,,,,,
306,3761085.0,1994-03-07,80.0,209.0,6.1,0.8,1.9,0.077,80.0,208.6,81.25,102.0,33.0,39.5,11.35,3.24,,7.1,81.25,8.25,9.25,2.82
307,1663861.0,1999-04-03,81.0,214.0,5.6,1.4,5.6,0.107,,,,,,,,,,,,,,
308,6104280.0,1999-02-20,78.0,195.0,6.8,0.8,4.3,0.059,77.25,194.2,81.5,100.5,,,,,,5.0,78.75,8.25,8.5,
309,1517981.0,1999-07-09,76.0,201.0,10.5,1.4,2.2,0.09,75.25,202.4,79.25,98.0,32.0,38.5,10.76,3.23,2.0,6.1,76.25,8.25,8.5,3.13
310,2651040.0,1998-09-01,76.0,213.0,4.8,1.2,2.6,0.039,75.0,210.8,84.0,102.0,33.0,42.0,11.08,3.04,12.0,5.2,76.5,9.0,9.75,3.03
311,6493000.0,1995-09-28,81.0,214.0,6.2,0.6,4.2,0.079,,,,,,,,,,,,,,
312,29467800.0,,,,,,,,,,,,,,,,,,,,,
313,13425895.0,1996-11-26,76.0,187.0,20.5,2.5,4.6,0.109,75.5,189.8,79.0,100.5,,,,,,6.9,76.5,8.5,9.0,0.0
314,1517981.0,1999-08-26,81.0,264.0,11.4,1.2,4.6,0.113,80.25,255.8,87.25,109.0,26.0,32.5,12.03,3.42,3.0,14.0,81.5,9.5,9.25,3.76
315,17000000.0,1990-10-21,75.0,190.0,8.8,6.8,3.2,0.101,,,,,,,,,,,,,,
316,27285000.0,1997-09-02,80.0,190.0,24.2,4.7,5.1,0.133,,,,,,,,,,,,,,
317,16875000.0,1989-12-09,73.0,214.0,11.3,3.7,3.4,0.071,72.25,191.6,79.5,98.0,,,,,9.0,5.6,73.5,8.5,9.75,
318,110998.0,1989-02-07,69.0,185.0,18.1,5.0,2.5,,68.75,186.0,73.75,91.5,31.5,40.0,10.49,3.14,13.0,6.7,70.25,8.25,9.0,
319,16047100.0,1987-02-20,79.0,240.0,5.7,1.7,3.0,0.077,79.0,257.2,84.75,105.5,30.5,35.0,11.21,3.23,18.0,12.0,79.75,,,
320,5105160.0,2000-05-23,83.0,220.0,5.5,0.5,3.5,0.105,82.25,218.6,87.5,110.5,27.0,34.5,11.74,3.37,5.0,5.0,83.5,9.25,10.5,3.23
321,3491159.0,1995-03-06,77.0,215.0,9.1,2.2,7.6,0.097,76.0,203.6,80.5,99.5,29.5,38.5,11.15,3.2,,5.75,77.5,8.5,9.25,3.15
322,3491159.0,1995-03-06,77.0,215.0,9.1,2.2,7.6,0.097,75.75,209.2,80.25,101.0,27.5,35.5,11.15,3.18,9.0,5.8,77.0,8.5,9.5,3.02
323,3640200.0,,,,,,,,,,,,,,,,,,,,,
324,11003782.0,1997-10-27,78.0,190.0,14.2,5.6,4.2,0.099,,,,,,,,,,,,,,
325,3113160.0,,,,,,,,,,,,,,,,,,,,,
326,721484.0,1994-11-15,76.0,215.0,1.2,0.3,0.4,0.029,75.5,211.6,82.0,103.0,27.0,30.5,11.48,3.36,15.0,7.8,76.75,8.75,8.75,3.03
327,110998.0,,,,,,,,,,,,,,,,,,,,,
328,29592695.0,1993-07-20,83.0,265.0,8.1,2.0,9.2,0.093,82.75,254.5,88.5,109.5,28.5,33.0,11.85,3.4,16.0,6.65,84.0,9.5,11.0,3.02
329,1620564.0,1997-03-26,81.0,205.0,0.2,0.3,1.2,0.0,,,,,,,,,,,,,,
330,1678854.0,,,,,,,,77.5,193.4,85.0,105.5,31.5,36.0,11.25,3.36,5.0,4.0,78.75,8.75,9.5,3.23
331,1620564.0,1994-05-27,83.0,250.0,6.3,1.2,6.2,0.112,,,,,,,,,,,,,,
332,10245480.0,2000-07-06,79.0,284.0,25.7,3.4,7.0,0.154,,,,,,,,,,,,,,
333,6000000.0,1991-07-20,78.0,214.0,12.6,2.2,4.3,0.108,77.0,192.6,82.0,103.5,29.0,36.0,10.96,3.17,5.0,5.1,78.0,9.0,8.25,
334,25000.0,,,,,,,,,,,,,,,,,,,,,
335,7682926.0,1988-10-04,74.0,200.0,13.5,4.5,2.2,0.129,73.5,196.0,80.0,98.5,34.5,40.0,11.69,3.05,10.0,4.6,74.5,,,
336,4767000.0,1994-02-22,75.0,195.0,12.4,3.7,3.9,0.082,74.5,185.4,80.0,98.5,31.5,35.5,11.06,3.23,,5.65,75.75,8.75,9.0,2.92
337,6176578.0,1998-07-28,76.0,200.0,4.3,0.8,1.2,0.037,,,,,,,,,,,,,,
338,2105520.0,,,,,,,,74.0,185.8,80.25,99.0,29.5,35.5,11.21,3.17,,8.2,75.0,8.0,8.75,2.46
339,2017320.0,1997-06-18,76.0,210.0,2.8,0.9,1.1,,76.25,199.6,81.25,102.5,28.0,35.5,11.11,3.2,8.0,6.5,77.5,9.0,9.25,3.14
340,6431667.0,1985-02-25,83.0,232.0,8.8,2.8,9.0,,82.0,223.0,85.25,106.5,32.5,37.5,11.79,3.47,12.0,4.8,84.0,,,
341,110998.0,1990-12-28,81.0,219.0,7.6,1.1,5.3,,81.0,216.0,89.0,112.0,25.5,30.0,,,5.0,8.6,82.5,9.25,10.0,
342,18900000.0,1994-11-29,80.0,250.0,23.3,5.9,10.9,0.164,79.75,249.7,84.0,105.5,29.0,35.5,11.45,3.27,,9.4,81.0,8.75,8.25,3.14
343,4588680.0,,,,,,,,79.75,212.6,83.75,108.0,,,,,,4.95,81.0,8.75,9.25,
344,1663861.0,1998-04-01,84.0,240.0,8.6,0.6,8.4,0.104,,,,,,,,,,,,,,
345,5000000.0,1994-04-10,83.0,220.0,4.8,0.6,6.0,0.083,82.0,206.4,87.75,110.0,,,,,,4.15,83.75,9.5,10.0,
346,99020.0,1993-02-03,82.0,231.0,2.3,0.3,2.0,-0.012,81.5,207.2,86.5,109.0,31.0,34.5,11.49,3.32,0.0,5.15,82.5,8.75,9.5,3.2
347,4862040.0,,,,,,,,,,,,,,,,,,,,,
348,1988280.0,1997-07-21,80.0,245.0,6.8,1.0,4.3,,80.0,253.8,86.0,107.5,28.5,35.5,12.28,3.38,8.0,13.75,81.25,9.0,9.0,3.35
349,4200000.0,1991-03-16,78.0,205.0,9.3,1.4,3.4,0.065,77.75,199.8,80.75,102.0,31.0,36.5,11.33,3.31,11.0,6.95,79.0,8.5,9.0,3.3
350,8231760.0,2000-06-14,78.0,214.0,17.3,3.0,6.1,0.101,,,,,,,,,,,,,,
351,1442968.0,1985-06-24,81.0,232.0,4.2,0.5,4.5,0.073,80.5,214.4,88.0,109.0,25.5,30.0,11.56,3.41,12.0,6.6,81.75,,,
352,3944013.0,1998-05-17,78.0,190.0,0.2,0.2,0.1,-0.065,77.5,184.4,80.75,103.0,28.5,38.0,11.16,3.32,,5.8,79.0,8.5,10.0,3.22
353,25000.0,,,,,,,,,,,,,,,,,,,,,
354,2619207.0,1993-10-17,84.0,235.0,0.8,0.2,1.4,-0.02,,,,,,,,,,,,,,
355,1000000.0,1987-11-29,76.0,207.0,10.6,1.4,1.8,0.073,76.25,202.4,78.5,100.0,31.5,38.0,11.14,3.2,13.0,5.5,77.25,,,
356,1517981.0,1997-03-30,77.0,241.0,3.0,0.5,1.4,,76.0,240.6,81.75,102.5,30.0,34.0,10.77,3.37,15.0,6.8,77.25,8.75,9.0,2.87
357,27500000.0,1986-06-03,81.0,240.0,14.3,3.3,6.7,0.128,80.0,246.0,84.75,107.0,31.0,35.5,12.15,3.37,20.0,9.1,81.75,,,
358,2964840.0,,,,,,,,,,,,,,,,,,,,,
359,3500000.0,1992-08-01,76.0,200.0,7.3,2.0,2.2,0.071,75.5,202.8,79.25,96.5,32.5,37.5,11.54,3.32,1.0,6.2,77.0,8.5,10.0,
360,2399160.0,2000-06-12,80.0,208.0,11.9,1.5,7.5,0.087,79.75,208.4,84.0,107.0,30.5,37.0,11.09,3.27,4.0,3.6,81.0,9.0,9.75,2.95
361,7000000.0,1990-03-21,78.0,225.0,3.4,1.1,1.4,0.115,78.0,233.4,81.0,101.0,33.0,37.0,11.34,3.31,14.0,7.5,79.5,8.5,8.75,
362,250000.0,1998-05-04,75.0,205.0,5.2,0.8,1.4,0.08,74.0,201.6,79.5,98.0,34.5,42.0,10.94,3.14,9.0,6.7,75.5,8.25,9.0,2.7
363,1517981.0,1998-02-03,80.0,230.0,9.0,1.7,5.5,0.095,79.25,214.0,85.0,106.0,32.5,35.5,10.63,3.25,9.0,3.9,80.5,9.0,10.5,3.05
364,1620564.0,1993-09-09,72.0,180.0,4.9,2.0,1.7,,,,,,,,,,,,,,,
365,5029650.0,1995-03-28,80.0,220.0,7.0,1.5,2.2,0.08,79.0,193.4,82.75,103.5,29.5,34.5,11.32,3.26,,7.6,80.25,8.75,8.75,2.96
366,5029650.0,1995-03-28,80.0,220.0,7.0,1.5,2.2,0.08,78.0,229.4,87.0,105.0,,,,,,8.9,78.75,9.0,9.5,
367,99020.0,1997-10-12,73.0,195.0,1.4,0.8,0.6,,,,,,,,,,,,,,,
368,2000000.0,1994-12-02,78.0,210.0,7.0,1.8,4.1,0.098,78.0,200.4,79.25,103.5,28.0,33.0,10.86,3.19,14.0,5.95,79.5,8.5,9.75,3.28
369,999200.0,1988-05-04,80.0,228.0,6.5,0.8,2.9,,79.5,228.0,82.1,106.0,23.0,30.0,11.22,3.21,10.0,10.0,80.5,8.25,8.75,
370,1517981.0,1999-04-19,75.0,215.0,12.6,1.6,3.5,0.056,74.75,222.2,80.5,99.5,32.5,38.0,10.79,3.22,14.0,5.0,76.25,8.5,9.0,3.13
371,9400000.0,1992-02-27,84.0,260.0,3.3,0.7,2.3,0.067,83.75,249.8,87.0,108.0,30.0,32.5,11.34,3.41,19.0,5.7,85.25,9.25,11.0,
372,2283034.0,1991-07-01,82.0,240.0,9.7,0.8,3.8,0.112,82.25,230.2,85.0,108.0,28.0,33.5,11.76,3.44,5.0,6.8,83.5,8.5,9.0,2.99
373,1250000.0,1999-10-13,86.0,245.0,6.6,0.3,6.5,0.119,85.25,237.2,88.75,113.0,27.0,31.0,11.95,3.51,,7.8,86.5,9.5,10.25,3.3
374,737067.0,1989-03-14,80.0,235.0,4.7,0.5,2.0,0.06,80.0,239.6,85.25,107.0,28.5,33.5,11.14,3.25,17.0,5.3,81.25,9.25,10.25,
375,4141320.0,,,,,,,,,,,,,,,,,,,,,
376,1663861.0,1997-06-10,79.0,205.0,7.0,1.6,2.1,0.077,78.5,219.6,77.0,100.0,27.0,33.0,12.4,3.53,8.0,11.4,79.5,8.0,9.25,3.25
377,2000000.0,,,,,,,,76.0,187.4,80.75,100.5,,,,,,2.8,77.0,8.5,10.0,
378,4326825.0,,,,,,,,80.75,222.2,83.0,107.0,29.0,34.5,11.55,3.27,6.0,6.8,81.75,8.5,9.5,3.27
379,3542060.0,1998-01-08,82.0,248.0,4.8,0.9,4.9,0.121,81.25,248.8,89.0,112.5,24.5,27.5,11.79,3.44,5.0,12.0,82.75,9.5,9.5,2.99
380,2303040.0,1997-07-08,77.0,195.0,9.9,3.6,3.5,0.091,76.25,194.4,76.0,98.0,26.0,31.5,11.21,3.4,2.0,6.5,77.5,8.25,9.5,3.12
381,1445697.0,1995-11-17,77.0,220.0,3.0,0.8,2.3,,,,,,,,,,,,,,,
382,3121080.0,,,,,,,,,,,,,,,,,,,,,
383,3285120.0,,,,,,,,,,,,,,,,,,,,,
384,61528.0,,,,,,,,,,,,,,,,,,,,,
385,1678854.0,1995-08-30,78.0,221.0,9.9,1.1,2.8,0.06,76.75,221.6,82.0,103.5,30.0,36.5,11.7,3.22,8.0,7.9,78.25,8.75,10.0,3.22
386,19160714.0,1994-09-14,76.0,210.0,9.7,1.7,2.5,0.052,74.5,204.8,78.75,96.0,,,,,,4.55,76.5,8.5,9.5,
387,3300000.0,,,,,,,,77.75,200.8,83.5,104.5,29.5,36.5,11.55,3.4,7.0,4.5,79.0,8.5,8.75,3.06
388,1620564.0,1988-06-10,75.0,195.0,6.6,2.2,1.6,0.068,72.25,175.2,79.5,98.5,30.5,36.5,11.05,3.18,13.0,4.5,73.5,,,
389,7362566.0,1997-10-03,83.0,230.0,11.9,1.4,6.8,0.108,,,,,,,,,,,,,,
390,3000000.0,1992-09-28,81.0,233.0,5.5,1.0,5.2,0.084,79.5,208.8,85.0,107.0,30.5,35.5,11.6,3.26,,6.0,81.25,9.0,8.5,3.24
391,12288697.0,1998-05-29,75.0,209.0,12.9,5.4,3.1,0.081,,,,,,,,,,,,,,
392,3300000.0,,,,,,,,,,,,,,,,,,,,,
393,5969040.0,1998-05-12,84.0,231.0,4.6,0.3,3.9,0.126,,,,,,,,,,,,,,
394,28489239.0,,,,,,,,79.5,197.6,85.5,105.5,27.0,36.0,11.25,3.4,9.0,6.65,80.5,8.75,9.25,3.06
395,2193480.0,,,,,,,,,,,,,,,,,,,,,
396,13500000.0,1991-02-05,78.0,206.0,16.0,2.3,3.5,0.092,78.0,196.6,79.25,100.5,31.0,37.5,11.78,3.28,2.0,3.2,79.0,8.75,10.25,
397,5448840.0,,,,,,,,,,,,,,,,,,,,,
398,30559200.0,1996-07-20,83.0,240.0,16.1,7.6,8.0,0.134,,,,,,,,,,,,,,
399,15365853.0,1987-06-22,78.0,215.0,9.2,1.7,3.6,0.064,77.25,208.0,82.0,103.0,29.0,33.0,11.3,3.3,15.0,5.6,78.5,,,
400,1620564.0,1985-12-08,82.0,265.0,6.6,0.8,8.2,0.119,81.0,240.0,88.5,111.5,30.5,35.5,11.21,3.14,7.0,10.5,82.25,,,
